bn:00000004n	0
bn:00000004n	cero
bn:00000005n	1
bn:00000005n	as
bn:00000005n	unidad
bn:00000005n	uno
bn:00000008n	10
bn:00000008n	diez
bn:00000009n	100
bn:00000009n	ciento
bn:00000010n	mil
bn:00000013n	millón
bn:00000017n	11
bn:00000020n	12
bn:00000020n	doce
bn:00000020n	docena
bn:00000024n	catorce
bn:00000027n	Quince
bn:00000052n	diecinueve
bn:00000057n	cincuenta
bn:00000075n	2
bn:00000075n	dos
bn:00000079n	veinte
bn:00000082n	veintidós
bn:00000084n	veintitrés
bn:00000086n	día
bn:00000092n	veintiocho
bn:00000100n	3
bn:00000100n	tres
bn:00000100n	trío
bn:00000104n	treinta
bn:00000111n	4
bn:00000111n	cuatro
bn:00000119n	5
bn:00000119n	cinco
bn:00000123n	cincuenta
bn:00000125n	6
bn:00000125n	seis
bn:00000127n	hora
bn:00000127n	hr
bn:00000129n	7
bn:00000129n	siete
bn:00000133n	8
bn:00000138n	9
bn:00000138n	nueve
bn:00000145n	amperio
bn:00000212n	abandono
bn:00000213n	abandono
bn:00000213n	defección
bn:00000216n	abyección
bn:00000234n	abadía
bn:00000237n	abad
bn:00000237n	Abad
bn:00000249n	abdomen
bn:00000249n	barriga
bn:00000249n	estómago
bn:00000249n	panza
bn:00000249n	vientre
bn:00000266n	secuestrador
bn:00000266n	Secuestrador
bn:00000288n	aberración
bn:00000291n	distorsión
bn:00000300n	conformidad
bn:00000301n	casa
bn:00000317n	capacidad
bn:00000317n	habilidad
bn:00000318n	capacidad
bn:00000318n	habilidad
bn:00000318n	poder
bn:00000318n	talento
bn:00000329n	destete
bn:00000330n	ablación
bn:00000347n	anormalidad
bn:00000350n	irregularidad
bn:00000355n	residencia
bn:00000356n	casa
bn:00000356n	hogar
bn:00000356n	lugar
bn:00000356n	residencia
bn:00000356n	techo
bn:00000356n	vivienda
bn:00000358n	abolición
bn:00000360n	abolicionista
bn:00000367n	nativo
bn:00000372n	aborto
bn:00000388n	Lincoln
bn:00000392n	arañazo
bn:00000397n	abreacción
bn:00000397n	catarsis
bn:00000401n	derogación
bn:00000404n	bola
bn:00000413n	brusquedad
bn:00000415n	rapidez
bn:00000418n	absceso
bn:00000420n	abscisa
bn:00000427n	ausencia
bn:00000428n	ausencia
bn:00000440n	absoluto
bn:00000443n	frecuencia
bn:00000445n	mayoría
bn:00000458n	despotismo
bn:00000459n	dictadura
bn:00000459n	tiranía
bn:00000471n	absorción
bn:00000472n	absorción
bn:00000475n	concentración
bn:00000486n	abstinencia
bn:00000488n	abstracción
bn:00000489n	resumen
bn:00000490n	abstraccionismo
bn:00000494n	razonamiento
bn:00000494n	Razonamiento
bn:00000497n	abstracción
bn:00000498n	abstracción
bn:00000498n	generalización
bn:00000502n	oscuridad
bn:00000503n	profundidad
bn:00000505n	absurdidad
bn:00000505n	absurdo
bn:00000506n	absurdo
bn:00000517n	abundancia
bn:00000520n	abuso
bn:00000521n	insulto
bn:00000534n	abismo
bn:00000551n	académico
bn:00000554n	grado
bn:00000554n	título
bn:00000561n	sesión
bn:00000567n	academia
bn:00000568n	Academia
bn:00000609n	Acapulco
bn:00000628n	aceleración
bn:00000629n	aceleración
bn:00000630n	aceleración
bn:00000632n	acelerador
bn:00000633n	acelerador
bn:00000638n	acento
bn:00000639n	acento
bn:00000639n	énfasis
bn:00000639n	hincapié
bn:00000640n	dialecto
bn:00000641n	acento
bn:00000641n	acentuación
bn:00000641n	énfasis
bn:00000641n	estrés
bn:00000641n	tensión
bn:00000648n	aceptación
bn:00000649n	aceptación
bn:00000649n	adopción
bn:00000650n	aceptación
bn:00000651n	aceptación
bn:00000661n	acceso
bn:00000662n	acceso
bn:00000663n	acceso
bn:00000670n	disponibilidad
bn:00000677n	accesorio
bn:00000678n	accesorio
bn:00000678n	complemento
bn:00000678n	suplemento
bn:00000690n	accidente
bn:00000690n	Accidente
bn:00000691n	accidente
bn:00000694n	lesión
bn:00000703n	elevación
bn:00000704n	honor
bn:00000704n	premio
bn:00000706n	ajuste
bn:00000716n	acompañamiento
bn:00000717n	acompañamiento
bn:00000717n	apoyo
bn:00000718n	complemento
bn:00000719n	escolta
bn:00000722n	cómplice
bn:00000724n	consecución
bn:00000724n	logro
bn:00000724n	rendimiento
bn:00000725n	habilidad
bn:00000726n	acuerdo
bn:00000727n	acuerdo
bn:00000728n	pacto
bn:00000728n	tratado
bn:00000738n	historia
bn:00000738n	Historia
bn:00000738n	relato
bn:00000739n	cuenta
bn:00000739n	historia
bn:00000739n	informe
bn:00000739n	relato
bn:00000740n	cuenta
bn:00000741n	cuenta
bn:00000741n	explicación
bn:00000743n	importancia
bn:00000745n	informe
bn:00000745n	rumor
bn:00000746n	cuenta
bn:00000746n	factura
bn:00000752n	contabilidad
bn:00000753n	contador
bn:00000753n	controlador
bn:00000755n	contabilidad
bn:00000759n	entrada
bn:00000765n	acreditación
bn:00000766n	acreción
bn:00000766n	acumulación
bn:00000772n	acumulación
bn:00000774n	aculturación
bn:00000775n	cultura
bn:00000777n	acumulación
bn:00000777n	colección
bn:00000779n	coleccionista
bn:00000782n	exactitud
bn:00000782n	precisión
bn:00000782n	verdad
bn:00000783n	precisión
bn:00000784n	acusación
bn:00000789n	as
bn:00000790n	as
bn:00000790n	estrella
bn:00000790n	experto
bn:00000790n	genio
bn:00000790n	mago
bn:00000790n	Mago
bn:00000790n	Star
bn:00000790n	virtuoso
bn:00000825n	amargura
bn:00000843n	acetona
bn:00000845n	cetosis
bn:00000849n	vinagre
bn:00000855n	aspirina
bn:00000859n	dolor
bn:00000870n	éxito
bn:00000892n	palidez
bn:00000902n	ácido
bn:00000918n	acidez
bn:00000937n	reconocimiento
bn:00000939n	cotización
bn:00000939n	mención
bn:00000939n	referencia
bn:00000942n	altura
bn:00000942n	cima
bn:00000942n	pico
bn:00000943n	ápice
bn:00000943n	apogeo
bn:00000951n	acólito
bn:00000990n	conocimiento
bn:00000990n	familiaridad
bn:00000991n	conocimiento
bn:00000993n	aquiescencia
bn:00000994n	consentimiento
bn:00001005n	adquisición
bn:00001007n	aprendizaje
bn:00001014n	acre
bn:00001019n	finca
bn:00001019n	tierra
bn:00001035n	acrobacia
bn:00001076n	Acta
bn:00001076n	acto
bn:00001076n	legislación
bn:00001076n	ley
bn:00001076n	Ley
bn:00001077n	acción
bn:00001077n	acto
bn:00001078n	acto
bn:00001078n	Acto
bn:00001079n	acto
bn:00001079n	actuación
bn:00001079n	número
bn:00001079n	rutina
bn:00001092n	actuación
bn:00001112n	actinómetro
bn:00001127n	acción
bn:00001127n	medida
bn:00001128n	acción
bn:00001128n	actividad
bn:00001129n	acción
bn:00001129n	medida
bn:00001130n	acción
bn:00001131n	acción
bn:00001132n	acción
bn:00001133n	mecanismo
bn:00001134n	medida
bn:00001155n	activo
bn:00001170n	activismo
bn:00001172n	actividad
bn:00001173n	actividad
bn:00001176n	actor
bn:00001181n	actriz
bn:00001187n	conciencia
bn:00001187n	realización
bn:00001188n	realidad
bn:00001195n	agudeza
bn:00001227n	anuncio
bn:00001227n	publicidad
bn:00001227n	publicitario
bn:00001236n	proverbio
bn:00001242n	Adán
bn:00001252n	diamante
bn:00001266n	adaptación
bn:00001266n	versión
bn:00001276n	adición
bn:00001279n	complemento
bn:00001279n	suplemento
bn:00001279n	Suplemento
bn:00001293n	adición
bn:00001294n	adición
bn:00001294n	aumento
bn:00001294n	ganancia
bn:00001294n	incremento
bn:00001299n	aditivo
bn:00001302n	dirección
bn:00001303n	dirección
bn:00001304n	discurso
bn:00001305n	dirección
bn:00001339n	adenoma
bn:00001353n	destreza
bn:00001354n	adecuación
bn:00001355n	suficiencia
bn:00001360n	adherencia
bn:00001360n	adhesión
bn:00001362n	discípulo
bn:00001362n	seguidor
bn:00001366n	adhesivo
bn:00001386n	grasa
bn:00001389n	corpulencia
bn:00001395n	adjetivo
bn:00001396n	adjetivo
bn:00001400n	adjudicación
bn:00001402n	adjunto
bn:00001410n	ajuste
bn:00001410n	alteración
bn:00001410n	modificación
bn:00001411n	ajuste
bn:00001412n	asignación
bn:00001413n	asistente
bn:00001413n	ayudante
bn:00001422n	administración
bn:00001422n	disposición
bn:00001423n	administración
bn:00001423n	Administración
bn:00001423n	establecimiento
bn:00001423n	organización
bn:00001424n	administración
bn:00001425n	administración
bn:00001425n	presidencia
bn:00001426n	gobierno
bn:00001426n	Gobierno
bn:00001434n	administrador
bn:00001435n	administrador
bn:00001453n	admiración
bn:00001454n	asombro
bn:00001455n	apreciación
bn:00001456n	admirador
bn:00001456n	partidario
bn:00001456n	protagonista
bn:00001460n	admisión
bn:00001460n	ingreso
bn:00001461n	admisión
bn:00001469n	admonición
bn:00001469n	advertencia
bn:00001469n	aviso
bn:00001472n	ajetreo
bn:00001478n	adolescencia
bn:00001480n	adolescente
bn:00001482n	Hitler
bn:00001488n	Adonis
bn:00001495n	préstamo
bn:00001507n	corticosteroid
bn:00001525n	adulto
bn:00001526n	adulto
bn:00001530n	mujer
bn:00001530n	señora
bn:00001533n	hombre
bn:00001533n	Hombre
bn:00001541n	adúltero
bn:00001544n	adultez
bn:00001544n	madurez
bn:00001548n	avance
bn:00001548n	progresión
bn:00001548n	progreso
bn:00001549n	avance
bn:00001549n	mejora
bn:00001549n	mejoramiento
bn:00001551n	avance
bn:00001551n	progresión
bn:00001551n	progreso
bn:00001557n	progreso
bn:00001557n	Progreso
bn:00001559n	ventaja
bn:00001564n	llegada
bn:00001572n	aventura
bn:00001572n	escapada
bn:00001574n	aventurero
